year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,UNIVERSITY OF TORONTO,To perform research on street sweeping and air quality which will inform how street sweeping influences near road air quality and identify governing parameters to help the City develop operational guidelines for their level of service.,39760
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,UNIVERSITY OF WATERLOO,To provide consulting service on a pilot project for Continuous Video-Based Conflict-Near Miss Analysis and Safety Monitoring: Conduct Safety Analysis and Prepare Final Project Report,40000
2023,Operating,Infrastructure Services,Technical,Toronto Water,GRIT Engineering Inc,"The consultant's professional opinion is needed to review Toronto Water's interpretation of the new requirements of O.Reg.406/19 and Field Operations Exemptions of R.R.O. 347, with respect to compliance, operational impact, and other alternatives.",694.51
2023,Operating,Agencies and Corporations,Management / Research & Development,Lakeshore Arena Corporation,Business Transition Alliance,To develop a 5-year strategic plan and 35-year financial model on behalf of the Corporation,17500
2023,Operating,Agencies and Corporations,Legal,Lakeshore Arena Corporation,Borden Ladner Gervais L.L.P.,Provide legal advice for tenant agreements,14367
2023,Operating,Agencies and Corporations,Creative Communications,Build Toronto Inc.,Sid Lee Inc.,Redesign of website,68000
2023,Operating,Agencies and Corporations,Management / Research & Development,CreateTO,Colliers Project Leaders Inc,Real Estate Development Delivery Model Advisory Services,39965
2023,Operating,Agencies and Corporations,Creative Communications,CreateTO,Sid Lee Inc.,Redesign of website,86670
2023,Operating,Agencies and Corporations,Creative Communications,CreateTO,Clear Space Design & Communications Inc.,Strategic Plan Development,37250
2023,Operating,Agencies and Corporations,Creative Communications,CreateTO,BGM Strategy Group,Strategic Plan Development,10950
2023,Operating,Agencies and Corporations,Technical,Exhibition Place,AM FM Consulting,Insurance risk assessment review of tenanted spaces,7000
2023,Operating,Agencies and Corporations,Technical,Exhibition Place,Moon-Matz Ltd.,Review and provide recommendation on Enercare Centre uninterruptible power supply (UPS),810
2023,Operating,Agencies and Corporations,Technical,Exhibition Place,AM FM Consulting,On-site accessibility review  of the Better Living building,3585
2023,Operating,Agencies and Corporations,Management / Research & Development,Exhibition Place,WSP Canada Inc.,Multi-Modal / Operations and Logistics Study,100015
2023,Operating,Agencies and Corporations,Management / Research & Development,Exhibition Place,Studio TLA,Consulting - Sky Bridge Assessment,7300
2023,Operating,Agencies and Corporations,Legal,TO Live,City of Toronto (Legal),Executive  office- Legal Services,5709.37
2023,Operating,Agencies and Corporations,Legal,TO Live,Hicks Morley Hamilton Stewart Storie,Labour General -Legal Fees,13241.37
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,Jobchart International Inc,Proposal to Assist in the Maintenance of Pay Equity,12000
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,"AMS Analytics, LLC",Consulting for benchmarking data for performing arts centers,15569.85
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,AMS Planning & Research,Strategic Plan Consulting,27066.47
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,HC Marketing LLC,Marketing Strategic Planning Consulting Services,1950
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,"Kotze, Megan",Database administration services,990
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,Leah Faieta dba Arts Capita,Grant research and planning,4400
2023,Operating,Agencies and Corporations,Creative Communications,TO Live,ML Environmental Consulting Inc.,MH/STLC- Asbestos awareness training & assessments master list/ binder,750
2023,Operating,Agencies and Corporations,Creative Communications,Toronto Port Lands Company,Sid Lee Inc.,Redesign of website,68000
2023,Operating,Agencies and Corporations,Technical,Toronto Seniors Housing Corporation,iSecurity Consulting Inc.,"MSO365 managed services for TSHC, TSHC website management",60734.35
2023,Operating,Agencies and Corporations,Technical,Toronto Seniors Housing Corporation,iSecurity Consulting Inc.,TSHC website management,17600
2023,Operating,Agencies and Corporations,Technical,Toronto Seniors Housing Corporation,iSecurity Consulting Inc.,TSHC website management,14733.07
2023,Operating,Agencies and Corporations,Technical,Toronto Seniors Housing Corporation,iSecurity Consulting Inc.,TSHC website management,22294.5
